approach,dataset,depth,obs_count,mean_train_acc,std_train_acc,mean_test_acc,std_test_acc,mean_solv_time,std_solve_time,mean_gap,std_gap,mean_train_cart,mean_test_cart,enc_features
binOCT,car_evaluation_enc.csv,2,1296,0.7816358024691359,0.0032736425054933006,0.7662037037037037,0.009820927516479798,182.51125985383987,40.06258143466218,0.024630541870988794,0.04926108374197759,0.7816358024691359,0.7662037037037037,20
binOCT,car_evaluation_enc.csv,3,1296,0.8111496913580246,0.0023886542722488086,0.7887731481481481,0.007165962816746432,608.7285622358322,4.629664772007717,100.0,0.0,0.8097993827160493,0.7928240740740741,20
binOCT,car_evaluation_enc.csv,4,1296,0.8153935185185185,0.015488259435239375,0.7853009259259259,0.016944592018516832,614.5958095788956,0.70266212847409,100.0,0.0,0.8225308641975309,0.7962962962962963,20
binOCT,car_evaluation_enc.csv,5,1296,0.8097993827160495,0.037666651998330004,0.8015046296296295,0.03984239462513548,638.1830434203148,1.9300428337841333,100.0,0.0,0.8682484567901234,0.859375,20
binOCT,kr-vs-kp_enc.csv,2,2397,0.8678556528994577,0.0032202854058988872,0.8732790988735919,0.009660856217696615,600.369587302208,21.248941153891725,74.94125036332241,49.9608677347716,0.7743012098456403,0.7643929912390488,39
binOCT,kr-vs-kp_enc.csv,3,2397,0.8617021276595744,0.058617038559840746,0.8607634543178974,0.05123140148926185,622.8141202330589,0.6195022373705766,100.0,0.0,0.9045682102628285,0.9033166458072591,39
binOCT,kr-vs-kp_enc.csv,4,2397,0.8587818105965791,0.07602789080288674,0.8645181476846058,0.07196495619524407,651.7619768381119,0.5603187340109653,100.0,0.0,0.9424280350438048,0.9361702127659575,39
binOCT,kr-vs-kp_enc.csv,5,2397,0.8580517313308302,0.06746021855387822,0.8491864831038799,0.06490863124172765,735.2395508289337,8.16605031774617,100.0,0.0,0.9424280350438048,0.9361702127659575,39
binOCT,monk1_enc.csv,2,93,0.8387096774193549,0.0291184172209174,0.7016129032258064,0.1065818688258011,1.1797243356704712,0.2182193625752669,0.0,0.0,0.7688172043010753,0.6612903225806451,16
binOCT,monk1_enc.csv,3,93,0.932795698924731,0.016129032258064627,0.8387096774193548,0.07449680892769359,47.83655494451523,14.881695476614812,0.0,0.0,0.881720430107527,0.782258064516129,16
binOCT,monk1_enc.csv,4,93,1.0,0.0,1.0,0.0,7.573295414447784,0.9247231463273172,0.0,0.0,0.881720430107527,0.782258064516129,16
binOCT,monk1_enc.csv,5,93,1.0,0.0,0.9919354838709677,0.016129032258064502,4.445555627346039,0.6656578451704221,0.0,0.0,0.8870967741935485,0.7661290322580645,16
binOCT,soybean-small_enc.csv,2,35,1.0,0.0,1.0,0.0,0.6564173698425293,0.16111400715002736,0.0,0.0,0.8357142857142857,0.6458333333333334,46
binOCT,soybean-small_enc.csv,3,35,1.0,0.0,0.9375,0.125,0.9998014569282532,0.055895165262962516,0.0,0.0,1.0,1.0,46
binOCT,soybean-small_enc.csv,4,35,1.0,0.0,1.0,0.0,2.381867051124573,0.2975655397740465,0.0,0.0,1.0,1.0,46
binOCT,soybean-small_enc.csv,5,35,1.0,0.0,0.8541666666666667,0.10485881160098262,3.6620131134986877,0.9307317637172688,0.0,0.0,1.0,1.0,46
