approach,dataset,depth,obs_count,mean_train_acc,std_train_acc,mean_test_acc,std_test_acc,mean_solv_time,std_solve_time,mean_gap,std_gap,mean_train_cart,mean_test_cart,enc_features
OCT,monk1_enc.csv,5,93.0,0.9838709677419355,0.010752688172043001,0.9112903225806452,0.1352660819936465,42.131581485271454,13.222689278704188,0.05043712172158703,0.03362474781439135,0.8870967741935484,0.7661290322580645,16
OCT,soybean-small_enc.csv,2,35.0,1.0,0.0,1.0,0.0,1.8762199878692627,1.8823852403030095,0.0,0.0,0.8357142857142857,0.6458333333333334,46
OCT,soybean-small_enc.csv,3,35.0,1.0,0.0,1.0,0.0,1.4126102924346924,0.84482154842832,0.0,0.0,1.0,1.0,46
OCT,soybean-small_enc.csv,4,35.0,1.0,0.0,0.8958333333333333,0.15774745405000762,2.0547971725463867,0.6798262364768974,0.0,0.0,1.0,1.0,46
OCT,soybean-small_enc.csv,5,35.0,0.9785714285714286,0.014285714285714306,0.9166666666666666,0.11785113019775792,2.6602993607521057,0.6137017823725159,0.06702412868632703,0.04468275245755135,1.0,1.0,46
binOCT,balance-scale_enc.csv,2,468.0,0.6816239316239316,0.00971380462748282,0.6815286624203821,0.02895579978128631,28.048027992248535,15.353025446467642,0.010192664035487626,0.02038532807097525,0.6800213675213675,0.6863057324840764,21
binOCT,balance-scale_enc.csv,3,468.0,0.733974358974359,0.007899242525932696,0.7181528662420382,0.024044058711053386,602.7330513000488,0.2757526861029383,73.08039505751195,7.090146754440008,0.7013888888888888,0.697452229299363,21
binOCT,balance-scale_enc.csv,4,468.0,0.7697649572649572,0.006840944698112031,0.7436305732484076,0.055374952678322674,605.5415489077568,0.11581376892930738,100.0,0.0,0.7232905982905983,0.697452229299363,21
binOCT,balance-scale_enc.csv,5,468.0,0.8044871794871795,0.010540347996402202,0.7468152866242038,0.06205425794342036,613.8930534720421,0.28848132121917364,100.0,0.0,0.7916666666666666,0.7292993630573248,21
binOCT,breast-cancer_enc.csv,2,207.0,0.78743961352657,0.011833283781561264,0.7071428571428571,0.03400680204068024,97.2811712026596,13.616046605441912,0.05016409495692893,0.052212642571829046,0.7765700483091788,0.7428571428571429,39
binOCT,breast-cancer_enc.csv,3,207.0,0.8176328502415459,0.01071186368409827,0.7035714285714286,0.04265826873135456,602.3078787326813,0.08276729956913174,100.0,0.0,0.7934782608695652,0.7071428571428571,39
binOCT,breast-cancer_enc.csv,4,207.0,0.857487922705314,0.004830917874396101,0.7214285714285714,0.02474358296526973,604.5920043587685,0.10670741939302174,100.0,0.0,0.8200483091787439,0.7178571428571429,39
binOCT,breast-cancer_enc.csv,5,207.0,0.8876811594202898,0.012705099708582497,0.6964285714285714,0.06838765055402415,611.311238348484,0.18941391349286466,100.0,0.0,0.8538647342995169,0.725,39
binOCT,car_evaluation_enc.csv,2,1296.0,0.7816358024691358,0.0032736425054933006,0.7662037037037037,0.009820927516479798,88.1045795083046,62.75140455004916,0.01690004380331495,0.0338000876066299,0.7816358024691358,0.7662037037037037,20
binOCT,car_evaluation_enc.csv,3,1296.0,0.8109567901234568,0.002746162101859869,0.7893518518518519,0.008238486305579702,1276.473402440548,1332.9022026643913,99.89405976549669,0.21188046900661917,0.808641975308642,0.7962962962962963,20
binOCT,car_evaluation_enc.csv,4,1296.0,0.8290895061728395,0.007830934849608201,0.8119212962962963,0.010754135698122193,614.2384116649628,0.2307250049165039,100.0,0.0,0.8225308641975309,0.7962962962962963,20
binOCT,car_evaluation_enc.csv,5,1296.0,0.8695987654320987,0.010099873413617223,0.8564814814814814,0.028973739746170697,635.3202961683273,0.5489026711418028,100.0,0.0,0.8682484567901234,0.859375,20
binOCT,kr-vs-kp_enc.csv,2,2397.0,0.8620150187734669,0.012183870278965576,0.8670212765957447,0.01564455569461826,610.1562898159027,0.0904114744814046,97.04474133582454,5.443345364889035,0.7743012098456403,0.7643929912390488,39
binOCT,kr-vs-kp_enc.csv,3,2397.0,0.9045682102628285,0.004107061445034679,0.903316645807259,0.012321184335104169,621.1507475972176,0.35458793104284253,100.0,0.0,0.9045682102628285,0.903316645807259,39
binOCT,kr-vs-kp_enc.csv,4,2397.0,0.9425323320817689,0.0036588296806906295,0.9361702127659575,0.011333398170384815,647.3126571178436,0.9808363129708154,100.0,0.0,0.9424280350438048,0.9361702127659575,39
binOCT,kr-vs-kp_enc.csv,5,2397.0,0.9428452231956613,0.0037002182438186444,0.9367959949937422,0.010886932290946902,721.3522905111313,2.9416141774243156,100.0,0.0,0.9424280350438048,0.9361702127659575,39
binOCT,monk1_enc.csv,2,93.0,0.8387096774193549,0.0291184172209174,0.7016129032258065,0.1065818688258011,1.4020127058029177,0.38696437826930047,0.0,0.0,0.7688172043010753,0.6612903225806451,16
binOCT,monk1_enc.csv,3,93.0,0.932795698924731,0.016129032258064627,0.8387096774193548,0.07449680892769359,87.89084881544113,75.29583741081339,0.0,0.0,0.8817204301075269,0.782258064516129,16
binOCT,monk1_enc.csv,4,93.0,1.0,0.0,1.0,0.0,9.890684962272644,7.969681777235609,0.0,0.0,0.8817204301075269,0.782258064516129,16
binOCT,monk1_enc.csv,5,93.0,1.0,0.0,1.0,0.0,3.5990033745765686,0.6361404191853839,0.0,0.0,0.8870967741935484,0.7661290322580645,16
binOCT,soybean-small_enc.csv,2,35.0,1.0,0.0,1.0,0.0,0.41150832176208496,0.1781538186649229,0.0,0.0,0.8357142857142857,0.6458333333333334,46
binOCT,soybean-small_enc.csv,3,35.0,1.0,0.0,0.9375,0.125,0.6074377298355103,0.05791893280114774,0.0,0.0,1.0,1.0,46
binOCT,soybean-small_enc.csv,4,35.0,1.0,0.0,1.0,0.0,1.1684682369232178,0.026565889289935796,0.0,0.0,1.0,1.0,46
binOCT,soybean-small_enc.csv,5,35.0,1.0,0.0,1.0,0.0,2.63383549451828,0.07475692697399888,0.0,0.0,1.0,1.0,46
